,request,conversation_id,word1,word2
3114,Come up with three different synonyms for the word “happy”.,32073,synonyms,word
4114,Write 2 synonyms for the word 'resilience',43057,synonyms,word
1225,"Given an example, generate a list of 3 synonyms and 3 antonyms of the word ""kind"".",12047,synonyms,word
4716,Create three synonyms of the word “innovate”,49930,synonyms,word
1515,"Using a dictionary or thesaurus, list four synonyms for the word ""happy"".",14929,synonyms,word
3964,Come up with 3 alternative synonyms for the word “adept”.,41524,synonyms,word
1557,"Give a synonyms of the word ""pungent"".",15504,synonyms,word
3000,"Make a list of 20 English synonyms for the word ""intelligent"".",30950,synonyms,word
600,"Add two synonyms for the word ""cordial""",5788,synonyms,word
1210,"Find the synonyms to the word ""hasty"".",11819,synonyms,word
799,"Generate at least 3 synonyms for the word ""humorous"".",7951,synonyms,word
2769,"In the given sentence, suggest synonyms of the given word",28087,synonyms,word
1738,"Generate a couple of synonyms for the word ""amazing"".",17231,synonyms,word
139,"Output the synonyms of the word ""opportunity""",1100,synonyms,word
1214,Create a list of 5 synonyms for the word 'persuade'.,11931,synonyms,word
609,"Given a table of student grades with columns StudentID, CourseID, and Grade, write a SQL query to find the average grade for each student, rounded to the nearest integer.",5878,table,write
268,"Given a table of student grades with columns StudentID, CourseID, and Grade, write a SQL query to find the average grade for each course, rounded to the nearest integer.",2480,table,write
1250,"Given a table of product sales with columns ProductID, SaleDate, and SaleAmount, write a SQL query to find the top 5 products with the highest average daily sales in the past week.",12272,table,query
2083,"Suppose you have a table named ""invoices"" with columns ""invoice_id"", ""customer_id"", ""invoice_date"", and ""amount"". Write a SQL query to find the top 5 customers who have the highest average invoice amount, excluding any customers who have made less than 10 purchases.",20822,table,query
2081,"Suppose you have a table named ""invoices"" with columns ""invoice_id"", ""customer_id"", ""invoice_date"", and ""amount"". Write a SQL query to find the top 5 customers who have the highest average invoice amount, excluding any customers who have made less than 10 purchases.",20822,table,columns
425,"Given a table of employee salaries with columns EmployeeID, Salary, and DepartmentID, write a SQL query to find the maximum salary for each department.",4015,table,write
423,"Given a table of employee salaries with columns EmployeeID, Salary, and DepartmentID, write a SQL query to find the maximum salary for each department.",4015,table,query
305,"Given a table of orders with columns OrderID, CustomerID, and OrderDate, write a SQL query to find the number of orders each customer has made in the month of January.",2968,table,columns
266,"Given a table of student grades with columns StudentID, CourseID, and Grade, write a SQL query to find the average grade for each course, rounded to the nearest integer.",2480,table,query
422,"Given a table of employee salaries with columns EmployeeID, Salary, and DepartmentID, write a SQL query to find the maximum salary for each department.",4015,table,columns
1398,"Given a table of employee salaries with columns EmployeeID, Salary, StartDate, and EndDate, write a SQL query to find the maximum salary increase for each employee, where the salary increase is defined as the difference between the employee's highest salary and lowest salary, and the employee has worked for at least 2 years.",13630,table,write
607,"Given a table of student grades with columns StudentID, CourseID, and Grade, write a SQL query to find the average grade for each student, rounded to the nearest integer.",5878,table,query
1396,"Given a table of employee salaries with columns EmployeeID, Salary, StartDate, and EndDate, write a SQL query to find the maximum salary increase for each employee, where the salary increase is defined as the difference between the employee's highest salary and lowest salary, and the employee has worked for at least 2 years.",13630,table,query
606,"Given a table of student grades with columns StudentID, CourseID, and Grade, write a SQL query to find the average grade for each student, rounded to the nearest integer.",5878,table,columns
1098,"Given a table of customer orders with columns OrderID, CustomerID, OrderDate, and OrderAmount, write a SQL query to find the running total of order amounts for each customer, sorted by customer and order date.",10731,table,write
1395,"Given a table of employee salaries with columns EmployeeID, Salary, StartDate, and EndDate, write a SQL query to find the maximum salary increase for each employee, where the salary increase is defined as the difference between the employee's highest salary and lowest salary, and the employee has worked for at least 2 years.",13630,table,columns
1096,"Given a table of customer orders with columns OrderID, CustomerID, OrderDate, and OrderAmount, write a SQL query to find the running total of order amounts for each customer, sorted by customer and order date.",10731,table,query
4447,"Write a query to filter out records in the given employees table for salaries greater than $55,000.",46926,table,query
3990,Construct a query to find all rows in the table which meets certain conditions.,41764,table,query
1095,"Given a table of customer orders with columns OrderID, CustomerID, OrderDate, and OrderAmount, write a SQL query to find the running total of order amounts for each customer, sorted by customer and order date.",10731,table,columns
1619,"Given a table of customer orders with columns OrderID, CustomerID, OrderDate, and OrderAmount, write an UPDATE statement to set the order amount to 0 for all orders that were placed more than 6 months ago and had an order amount of less than $100.",16082,table,write
1618,"Given a table of customer orders with columns OrderID, CustomerID, OrderDate, and OrderAmount, write an UPDATE statement to set the order amount to 0 for all orders that were placed more than 6 months ago and had an order amount of less than $100.",16082,table,columns
